district,pop,part,full,boost,partq,fullq,boostq
Alb-Donau-Kreis,198204,139620,141885,102812,0.7044257431736998,0.7158533632015499,0.5187180884341386
Baden-Baden,55449,47193,47116,44420,0.8511064221176216,0.849717758661112,0.8010965030929322
Biberach,202250,139151,141980,106247,0.6880148331273177,0.7020024721878863,0.5253250927070457
Böblingen,392898,271309,270890,212661,0.6905329118498948,0.6894664773045421,0.5412626177786601
Bodenseekreis,217901,158755,161232,126543,0.7285648069536166,0.7399323546014015,0.5807362058916664
Breisgau-Hochschwarzwald,264867,198581,197252,152450,0.7497385480259904,0.7447209354128675,0.5755718907980232
Calw,160149,108825,111483,78045,0.6795234437929678,0.6961204877957402,0.48732742633422627
Emmendingen,166862,126842,126577,99842,0.7601610912011123,0.7585729524996704,0.5983507329409932
Enzkreis,199752,130795,132665,88367,0.6547869358003925,0.6641485441948015,0.4423835556089551
Esslingen,533617,369328,372165,285543,0.692121877676311,0.6974384249377362,0.5351085141590317
Freiburg im Breisgau,230940,180705,179908,157399,0.78247596778384,0.7790248549406772,0.6815579804278168
Freudenstadt,118364,98391,99428,104129,0.8312578148761448,0.8400189246730425,0.8797353925179954
Göppingen,258781,179715,182919,131135,0.6944675227315761,0.706848648084674,0.5067412213415977
Heidelberg,158741,122859,121131,105655,0.7739588386113229,0.7630731821016624,0.6655810408149123
Heidenheim,132812,87446,90065,65770,0.6584194199319339,0.6781390235822065,0.49521127608951
"Heilbronn, Land",346363,238142,238830,170157,0.6875503445806855,0.6895366999361942,0.49126783172567506
"Heilbronn, Stadt",126458,92551,96242,69878,0.7318714513909756,0.7610590077337931,0.5525787217890525
Hohenlohekreis,112765,77121,76341,61250,0.6839090143218197,0.6769919744601605,0.5431649891367002
"Karlsruhe, Land",446852,327362,330503,259346,0.7325960273200075,0.7396252002900289,0.5803845568555137
"Karlsruhe, Stadt",308436,223046,224471,182111,0.7231516424801255,0.7277717257388892,0.5904336718152227
Konstanz,286876,203808,205164,163280,0.7104393535883099,0.7151661344971346,0.5691657719711652
Lörrach,228842,164733,165324,124091,0.7198547469433059,0.7224373148285717,0.5422562291886979
Ludwigsburg,544971,371087,375240,254957,0.6809298109440686,0.6885503999295375,0.4678359031948489
Main-Tauber-Kreis,132684,96042,98569,78902,0.7238401012932983,0.7428853516625968,0.5946609990654488
Mannheim,309721,229915,227691,179126,0.7423293867706743,0.7351487306317621,0.578346318137937
Neckar-Odenwald-Kreis,143797,99570,102715,78132,0.6924344735981974,0.7143055835657212,0.5433493049229121
Ortenaukreis,432580,310004,306555,225990,0.7166396967034999,0.7086666050210366,0.5224235979472005
Ostalbkreis,314294,224430,224599,173368,0.7140766288888748,0.7146143419855294,0.5516109120759544
Pforzheim,126016,83953,83439,69797,0.6662090528186897,0.6621302056881666,0.5538741112239716
Rastatt,232091,163161,167087,127969,0.7030044249884744,0.7199202037131986,0.551374245446829
Ravensburg,285888,200791,201105,155559,0.7023414763823596,0.7034398085963735,0.5441256715916722
Rems-Murr-Kreis,427286,292598,295596,241835,0.6847825578184167,0.6917989356075321,0.5659792270282668
Reutlingen,287497,205128,207541,154142,0.7134961408292956,0.7218892718880545,0.5361516815827644
Rhein-Neckar-Kreis,548233,406247,406446,334868,0.741011577194368,0.7413745615459121,0.6108132855920749
Rottweil,140166,98001,101832,77578,0.6991781173751124,0.7265099952912975,0.55347231140219455
Schwäbisch Hall,197860,130780,134388,95663,0.6609724047306176,0.6792075204690184,0.4834883250783382
Schwarzwald-Baar-Kreis,212872,149967,153602,110871,0.7044937802998985,0.721569769626818,0.5208341162764478
Sigmaringen,130946,87974,89074,68489,0.6718341911933163,0.6802346005223527,0.5230323950330671
Stuttgart,630305,444285,443954,333331,0.7048730376563727,0.7043478950666741,0.5288407992955791
Tübingen,228471,168752,171336,137027,0.7386145287585733,0.7499244980763423,0.599756643075051
Tuttlingen,141682,94213,97224,66272,0.6649609689304217,0.6862127863807682,0.4677517256955718
Ulm,126405,101723,102242,84494,0.8047387366006091,0.8088445868438748,0.6684387484672284
Waldshut,171237,119486,124116,95495,0.6977814374229868,0.7248199863347291,0.5576773711289033
Zollernalbkreis,189862,123174,124332,75599,0.6487554118254311,0.6548545785886591,0.39817867714445226
Baden-Württemberg,11103043,7887559,7952254,6110595,0.7103961499563678,0.7162229309568557,0.5503531779531071
