district,pop,part,full,boost,partq,fullq,boostq
Alb-Donau-Kreis,198204,139479,141441,97103,0.7037143549070655,0.7136132469576799,0.48991443159572967
Baden-Baden,55449,47119,46959,41575,0.8497718624321449,0.84688632797706,0.7497880935634547
Biberach,202250,138901,141406,100803,0.686778739184178,0.6991644004944376,0.4984079110012361
Böblingen,392898,270759,269996,198800,0.6891330574347541,0.6871910775824769,0.5059837413272656
Bodenseekreis,217901,158443,160567,118586,0.7271329640524825,0.7368805099563563,0.5442196226726816
Breisgau-Hochschwarzwald,264867,198285,196556,141704,0.7486210060143392,0.7420932014935798,0.5350005851993642
Calw,160149,108659,111046,73165,0.6784869090659323,0.6933917789058939,0.4568558030334251
Emmendingen,166862,126651,126150,93521,0.7590164327408278,0.7560139516486678,0.5604691301794297
Enzkreis,199752,130541,132025,83021,0.6535153590452161,0.6609445712683728,0.41562036925787976
Esslingen,533617,368854,371041,265544,0.6912336001289314,0.6953320452684228,0.49763032287202247
Freiburg im Breisgau,230940,180332,179189,148385,0.7808608296527236,0.7759114921624665,0.642526197280679
Freudenstadt,118364,96210,95281,99291,0.8128316042039809,0.8049829340002027,0.8388614781521408
Göppingen,258781,179420,182048,121384,0.6933275626881417,0.7034828677530421,0.46906071156692336
Heidelberg,158741,122586,120663,98242,0.7722390560724702,0.7601249834636294,0.618882330336838
Heidenheim,132812,87309,89751,62634,0.6573878866367497,0.6757747793874047,0.47159895190193657
"Heilbronn, Land",346363,237804,237901,159534,0.6865744897694038,0.6868545427773752,0.46059769663618805
"Heilbronn, Stadt",126458,92385,95842,64953,0.7305587625931139,0.7578959021967768,0.51363298486454
Hohenlohekreis,112765,77017,76114,57937,0.6829867423402651,0.6749789385004212,0.5137853057242939
"Karlsruhe, Land",446852,326629,328993,240598,0.7309556631725941,0.7362460053888088,0.538428831022352
"Karlsruhe, Stadt",308436,221949,222191,167276,0.7195949889118002,0.7203795925248674,0.5423361734687261
Konstanz,286876,203490,204417,154400,0.7093308607203113,0.7125622220053264,0.5382116315062954
Lörrach,228842,164476,164671,116068,0.7187317013485287,0.7195838176558499,0.5071971054264515
Ludwigsburg,544971,370539,373854,234844,0.6799242528501517,0.6860071453343389,0.43092935220406225
Main-Tauber-Kreis,132684,95902,98224,73417,0.7227849627686835,0.7402851888697959,0.5533221790117874
Mannheim,309721,229269,226314,165342,0.7402436386296054,0.7307027938047469,0.5338417478956867
Neckar-Odenwald-Kreis,143797,99362,102205,72557,0.6909879900136998,0.7107589170845011,0.5045793723095753
Ortenaukreis,432580,309557,305446,214371,0.7156063618290258,0.7061029173794443,0.49556382634426
Ostalbkreis,314294,224143,223884,164926,0.7131634711448517,0.712339401961221,0.524750711117616
Pforzheim,126016,83783,82845,65977,0.6648600177755206,0.6574165185373286,0.523560500253936
Rastatt,232091,162965,166475,119284,0.7021599286486766,0.7172833069787282,0.5139535785532399
Ravensburg,285888,200412,200212,148473,0.7010157824042982,0.7003162077456906,0.5193397414372062
Rems-Murr-Kreis,427286,292094,294621,226001,0.6836030199912939,0.6895170915967291,0.528922080292825
Reutlingen,287497,204916,206918,146634,0.7127587418303495,0.7197222927543592,0.5100366264691457
Rhein-Neckar-Kreis,548233,405077,404538,306733,0.7388774480923257,0.7378942894718121,0.5594938648348421
Rottweil,140166,97847,101140,73444,0.698079420116148,0.7215729920237433,0.5239787109570081
Schwäbisch Hall,197860,130543,133888,91407,0.6597745880925907,0.6766804811482867,0.4619781663802689
Schwarzwald-Baar-Kreis,212872,149574,152812,103468,0.7026476004359428,0.7178586192641587,0.4860573490172498
Sigmaringen,130946,87856,88794,65079,0.6709330563743834,0.6780963145113252,0.49699112611305424
Stuttgart,630305,443526,442247,312165,0.7036688587271241,0.7016396823759926,0.4952602311579315
Tübingen,228471,168460,170827,130137,0.7373364672102806,0.7476966442130512,0.5695996428430742
Tuttlingen,141682,94053,96595,63079,0.6638316793947008,0.6817732668934656,0.4452153413983428
Ulm,126405,101526,101696,79731,0.8031802539456508,0.8045251374550058,0.6307582769668921
Waldshut,171237,119279,123542,90468,0.6965725865321163,0.7214679070527982,0.5283203980448151
Zollernalbkreis,189862,123030,124014,71914,0.6479969662175685,0.653179677871296,0.37876984335991404
Baden-Württemberg,11103043,7871011,7915339,5723975,0.7089057477305997,0.7128981667458192,0.5155320933189217
