district,pop,part,full,boost,partq,fullq,boostq
Alb-Donau-Kreis,198204,137855,137327,85849,0.6955207765736312,0.692856854553894,0.43313454824322417
Baden-Baden,55449,46717,44837,37237,0.8425219571137441,0.8086169272664971,0.6715540406499666
Biberach,202250,137578,137456,89299,0.6802373300370829,0.6796341161928307,0.44152781211372066
Böblingen,392898,260327,257012,118058,0.6625816369643012,0.6541443326257705,0.300480022804901
Bodenseekreis,217901,157049,156160,106038,0.7207355633980569,0.7166557289778386,0.48663383830271545
Breisgau-Hochschwarzwald,264867,196585,191554,128660,0.7422026904068835,0.7232082516885834,0.4857532270913326
Calw,160149,107914,108260,64910,0.6738349911644781,0.6759954792099857,0.40531005501127076
Emmendingen,166862,125550,123128,84925,0.752418165909554,0.7379031774759981,0.5089535064903933
Enzkreis,199752,129354,128796,73750,0.6475729905082303,0.6447795266130001,0.3692078176939405
Esslingen,533617,366062,363146,236479,0.6860013830144092,0.6805367894950873,0.44316241798893213
Freiburg im Breisgau,230940,178773,174930,134662,0.7741101584827228,0.7574694725902832,0.5831038364943275
Freudenstadt,118364,95441,93220,93565,0.8063346963603798,0.7875705450981717,0.7904852826873036
Göppingen,258781,177830,177379,107375,0.6871833712675969,0.685440584896109,0.4149261344534568
Heidelberg,158741,121255,117539,87194,0.7638543287493464,0.740445127597785,0.5492846838560926
Heidenheim,132812,86358,86804,54915,0.6502273890913471,0.6535855193807788,0.4134792036864139
"Heilbronn, Land",346363,235887,232370,139964,0.6810398339314534,0.6708857470341809,0.4040962804918539
"Heilbronn, Stadt",126458,91509,93201,56063,0.7236315614670483,0.7370114978886271,0.44333296430435404
Hohenlohekreis,112765,76254,74393,51512,0.6762204584755909,0.6597171108056578,0.45680840686383184
"Karlsruhe, Land",446852,323394,320151,213671,0.7237161297252782,0.7164586932586181,0.478169505787151
"Karlsruhe, Stadt",308436,218866,214214,144483,0.7095993982544191,0.6945168527668625,0.4684375364743415
Konstanz,286876,201379,198895,138497,0.7019722807066467,0.6933134873603927,0.48277653062647274
Lörrach,228842,162994,160131,103185,0.7122556174128875,0.6997448020905254,0.45090062138943027
Ludwigsburg,544971,367510,365262,208909,0.6743661589332276,0.6702411687961378,0.38333966394542096
Main-Tauber-Kreis,132684,94784,95432,64866,0.714358927979259,0.7192427120074764,0.4888758252690603
Mannheim,309721,226363,219994,142468,0.730861000707088,0.7102973321150325,0.4599881829130088
Neckar-Odenwald-Kreis,143797,98380,99377,63832,0.6841589184753507,0.6910923037337358,0.44390355848870283
Ortenaukreis,432580,306960,297779,193252,0.7096028480281104,0.6883790281566415,0.4467427990198345
Ostalbkreis,314294,222043,218379,147516,0.7064818291154142,0.6948239546411958,0.46935671695928016
Pforzheim,126016,82998,80149,59413,0.6586306500761808,0.6360224098527171,0.47147187658710005
Rastatt,232091,161515,162229,105100,0.6959123791960912,0.6989887587196402,0.45283961894256997
Ravensburg,285888,197789,194166,132293,0.69184086075666,0.6791680658159839,0.462744151555854
Rems-Murr-Kreis,427286,289740,287482,200734,0.6780938294257243,0.6728093127319875,0.46978838529696737
Reutlingen,287497,203083,201273,132422,0.7063830231271978,0.7000873052588374,0.46060306716244
Rhein-Neckar-Kreis,548233,400589,393400,270577,0.7306911477419272,0.7175781100371558,0.49354380345582993
Rottweil,140166,96796,97950,65687,0.6905811680436055,0.6988142630880527,0.468637187335017
Schwäbisch Hall,197860,129134,130080,81791,0.6526533912867685,0.6574345496815931,0.4133781461639543
Schwarzwald-Baar-Kreis,212872,147619,147886,89989,0.6934636777030329,0.6947179525724378,0.42273760757638396
Sigmaringen,130946,87023,86196,58713,0.6645716554915767,0.6582560750232921,0.4483756663051945
Stuttgart,630305,439351,430283,272348,0.6970450813495054,0.6826583955386678,0.43208922664424365
Tübingen,228471,167378,166472,117299,0.7326006364046203,0.7286351440664242,0.5134087039492977
Tuttlingen,141682,93104,93898,56682,0.6571335808359566,0.6627376801569712,0.40006493414830396
Ulm,126405,100705,99026,71665,0.7966852577034136,0.7834025552786678,0.5669475099877378
Waldshut,171237,116759,117833,69657,0.681856140904127,0.688128149874151,0.40678708456700363
Zollernalbkreis,189862,122435,121994,65668,0.6448631111017475,0.6425403714276685,0.3458722651188758
Baden-Württemberg,11103043,7786989,7697443,5021172,0.7013382727599993,0.6932732765242826,0.452233860573178
